salience_rank,root,freq,n_forms,n_suras,n_ayat,morphology_pctile,sura_concentration_q,signature,typology
462,خبث,16,7,9,10,80.6,0.628,0,ordinary
463,خون,16,10,8,11,89.2,0.377,0,ordinary
464,حبط,16,4,12,16,70.5,0.574,0,ordinary
465,لبب,16,1,10,16,14.2,0.654,0,ordinary
466,دود,16,1,9,16,27.5,0.28,0,ordinary
467,بلس,16,4,13,16,65.3,0.665,0,ordinary
468,مهد,16,7,13,15,81.8,0.402,0,ordinary
469,عتد,16,2,10,16,37.9,0.466,0,ordinary
470,فءد,16,3,13,15,56.3,0.257,0,ordinary
471,جهر,16,6,13,15,76.3,0.377,0,ordinary
472,علن,16,5,12,16,75.4,0.552,0,ordinary
473,لهو,16,8,13,15,83.5,0.0958,0,ordinary
474,کیل,16,6,7,13,76.7,0.242,0,ordinary
475,غلل,16,7,12,13,80.5,0.704,0,ordinary
476,غدو,16,7,13,16,80.7,0.443,0,ordinary
477,رکب,15,8,13,15,84.5,0.357,0,ordinary
478,شکک,15,1,11,15,26.3,0.61,0,ordinary
479,حرر,15,7,10,11,82.2,0.787,0,ordinary
480,بیع,15,4,8,11,68.3,0.359,0,ordinary
481,مسح,15,3,5,12,60.5,0.539,0,ordinary
482,صمم,15,3,13,14,59.7,0.998,0,ordinary
483,بدء,15,4,11,14,68.0,0.436,0,ordinary
484,کفف,15,5,9,14,70.7,0.789,0,ordinary
485,مطر,15,4,9,9,65.8,0.583,0,ordinary
486,سوم,15,5,10,15,71.0,0.79,0,ordinary
487,حرج,15,2,9,11,42.0,0.42,0,ordinary
488,فقر,14,5,11,14,75.7,0.765,0,ordinary
489,صفف,14,5,11,12,72.3,0.146,0,ordinary
490,حرث,14,2,7,11,44.2,0.536,0,ordinary
491,عطو,14,7,11,12,82.7,0.042,1,signature
492,ولج,14,4,8,9,69.8,0.354,0,ordinary
493,رسو,14,4,13,14,66.2,0.313,0,ordinary
494,ثوی,14,4,10,14,65.7,0.567,0,ordinary
495,وصف,14,3,7,14,56.4,0.539,0,ordinary
496,لوم,14,11,10,12,90.9,0.347,0,productive
497,سطر,14,5,13,14,73.0,0.379,0,ordinary
498,زرع,14,6,12,12,79.8,0.438,0,ordinary
499,صوم,14,7,6,11,80.8,0.795,0,ordinary
500,عشو,14,5,11,14,74.8,0.567,0,ordinary
501,رجم,14,9,12,14,87.6,0.423,0,ordinary
502,شعب,13,4,6,12,63.6,0.436,0,ordinary
503,نصح,13,6,6,11,77.8,0.569,0,ordinary
504,فوه,13,2,10,13,43.0,0.784,0,ordinary
505,حلف,13,3,5,12,57.3,0.245,0,ordinary
506,قرض,13,4,6,7,64.1,0.138,0,ordinary
507,شهو,13,5,13,13,71.4,0.631,0,ordinary
508,رکع,13,7,8,10,80.1,0.414,0,ordinary
509,یءس,13,6,9,11,76.7,0.379,0,ordinary
510,نجم,13,2,12,13,39.9,0.227,0,ordinary
511,خلل,13,4,11,13,66.5,0.852,0,ordinary
512,حور,13,6,10,12,79.4,0.236,0,ordinary
513,قنت,13,7,8,12,80.4,0.449,0,ordinary
514,خزن,13,3,11,13,53.3,0.438,0,ordinary
515,عصم,13,6,10,12,78.1,0.965,0,ordinary
516,بغت,13,1,10,13,7.1,0.912,0,ordinary
517,وقت,13,6,10,13,79.4,0.462,0,ordinary
518,ضیق,13,6,10,12,78.7,0.776,0,ordinary
519,طمءن,13,7,11,12,81.7,0.682,0,ordinary
520,جلد,13,4,6,9,67.3,0.386,0,ordinary
521,صیح,13,1,9,13,24.5,0.344,0,ordinary
522,فدی,13,8,10,13,83.8,0.77,0,ordinary
523,جور,13,9,10,10,86.6,0.648,0,ordinary
524,صغر,13,7,11,13,82.8,0.983,0,ordinary
525,غلم,13,4,8,13,68.9,0.352,0,ordinary
526,غلظ,13,6,10,13,79.2,0.441,0,ordinary
527,رءف,13,2,8,13,48.3,0.671,0,ordinary
528,ءبی,13,6,8,12,76.1,0.912,0,ordinary
529,عصو,12,2,6,12,44.2,0.517,0,ordinary
530,عسر,12,7,9,12,80.7,0.027,1,signature
531,رهب,12,10,10,12,90.1,0.952,0,productive
532,بخل,12,4,6,7,67.9,0.198,0,ordinary
533,نجل,12,1,6,12,9.9,0.715,0,ordinary
534,خوض,12,6,7,9,78.8,0.351,0,ordinary
535,سجن,12,4,3,12,70.3,0.0958,0,ordinary
536,طمع,12,5,10,12,73.7,0.567,0,ordinary
537,ودی,12,4,11,11,66.3,0.526,0,ordinary
538,طین,12,2,11,12,36.2,0.686,0,ordinary
539,درک,12,8,9,11,84.3,0.85,0,ordinary
540,لحم,12,3,10,12,57.5,0.699,0,ordinary
541,بیض,12,5,10,12,72.4,0.895,0,ordinary
542,عذر,12,6,8,11,79.0,0.297,0,ordinary
543,بکر,12,4,11,12,68.8,0.498,0,ordinary
544,نبذ,12,4,10,12,66.4,0.236,0,ordinary
545,وصل,12,5,7,10,73.0,0.604,0,ordinary
546,حسر,12,5,12,12,70.9,0.735,0,ordinary
547,نطق,12,4,9,11,69.2,0.37,0,ordinary
548,خرر,12,3,10,12,53.6,0.726,0,ordinary
549,نطف,12,1,11,12,9.3,0.338,0,ordinary
550,شقو,12,9,7,12,86.9,0.152,0,ordinary
551,شبه,12,6,6,9,76.4,0.952,0,ordinary
552,شمل,12,3,9,11,59.0,0.412,0,ordinary
553,کنن,12,5,11,12,75.4,0.538,0,ordinary
554,حنف,12,2,9,12,42.4,0.601,0,ordinary
555,سلک,12,6,11,12,76.8,0.34,0,ordinary
556,نیل,12,3,7,10,60.6,0.919,0,ordinary
557,سفر,12,7,9,12,81.1,0.252,0,ordinary
558,خطب,12,6,11,12,78.2,0.543,0,ordinary
559,جحد,12,2,10,12,38.2,0.663,0,ordinary
560,جبی,12,5,12,12,74.0,0.903,0,ordinary
561,شیع,12,5,9,11,71.3,0.624,0,ordinary
562,طبع,11,3,9,11,58.6,0.7,0,ordinary
563,فرر,11,7,9,10,81.5,0.245,0,ordinary
564,زبر,11,4,10,11,62.6,0.592,0,ordinary
565,یمم,11,2,7,10,46.4,0.536,0,ordinary
566,رضع,11,7,5,6,81.0,0.438,0,ordinary
567,طرق,11,5,6,11,73.3,0.0648,0,ordinary
568,طرف,11,4,11,11,66.8,0.8,0,ordinary
569,جمل,11,6,9,11,77.2,0.418,0,ordinary
570,سبب,11,5,6,10,72.8,0.569,0,ordinary
571,شفق,11,4,9,11,64.0,0.312,0,ordinary
572,حصی,11,5,10,11,75.8,0.396,0,ordinary
573,حرب,11,5,9,11,71.7,0.945,0,ordinary
574,قصر,11,7,9,11,82.9,0.425,0,ordinary
575,سفه,11,6,5,10,77.7,0.839,0,ordinary
576,صعق,11,5,8,10,72.2,0.472,0,ordinary
577,لغو,11,4,11,11,70.0,0.344,0,ordinary
578,وقد,11,6,10,11,77.3,0.219,0,ordinary
579,فءی,11,3,6,9,56.7,0.602,0,ordinary
580,عدن,11,1,11,11,23.3,0.418,0,ordinary
581,سحب,11,3,10,11,56.0,0.671,0,ordinary
582,طور,11,2,9,11,36.0,0.252,0,ordinary
583,عنب,11,4,10,11,65.5,0.46,0,ordinary
584,عون,11,7,8,10,82.2,0.258,0,ordinary
585,غمم,11,4,8,10,68.1,0.995,0,ordinary
586,برق,11,3,10,11,57.8,0.423,0,ordinary
587,وکء,11,5,10,11,72.7,0.359,0,ordinary
588,ورد,11,8,7,9,83.4,0.532,0,ordinary
589,غیظ,11,4,8,10,69.1,0.759,0,ordinary
590,زلف,10,5,8,10,70.7,0.312,0,ordinary
591,عتو,10,5,7,9,74.7,0.401,0,ordinary
592,جبر,10,3,9,10,61.7,0.666,0,ordinary
593,سود,10,9,8,9,87.3,0.953,0,ordinary
594,سفل,10,5,9,9,74.3,0.027,1,signature
595,جدد,10,4,8,10,67.7,0.424,0,ordinary
596,ضیع,10,4,8,10,69.5,1,0,ordinary
597,ضحک,10,6,8,10,78.4,0.169,0,ordinary
598,قهر,10,4,9,10,68.4,0.243,0,ordinary
599,خیل,10,5,10,10,72.4,0.859,0,ordinary
600,طول,10,5,10,10,74.1,0.59,0,ordinary
601,زیل,10,6,10,10,78.5,0.972,0,ordinary
602,دفع,10,4,8,9,63.0,0.624,0,ordinary
603,دمر,10,3,8,8,60.1,0.643,0,ordinary
604,عرج,10,5,9,10,74.6,0.317,0,ordinary
605,رعی,10,8,9,9,83.1,0.26,0,ordinary
606,ءید,10,3,8,10,55.1,0.68,0,ordinary
607,رجز,10,2,7,9,49.0,0.628,0,ordinary
608,ءصل,10,4,10,10,65.2,0.612,0,ordinary
609,رجس,10,2,7,9,49.9,0.962,0,ordinary
610,کفل,10,5,8,10,75.9,0.757,0,ordinary
611,بطش,10,5,8,8,71.2,0.308,0,ordinary
612,دمو,10,3,7,10,60.7,1,0,ordinary
613,مءی,10,2,5,7,37.0,0.496,0,ordinary
614,عزل,10,6,8,10,78.1,0.789,0,ordinary
615,رهق,10,4,7,10,63.5,0.232,0,ordinary
616,قدس,10,5,7,10,75.7,0.466,0,ordinary
617,ملو,10,5,8,9,74.2,0.661,0,ordinary
618,نقص,10,6,9,10,77.5,0.633,0,ordinary
619,حیق,10,2,9,10,46.6,0.759,0,ordinary
620,سبت,9,3,6,7,56.0,0.711,0,ordinary
621,سرق,9,7,4,7,81.0,0.36,0,ordinary
622,همم,9,2,6,8,51.4,0.969,0,ordinary
623,فضض,9,3,6,9,54.3,0.184,0,ordinary
624,صعد,9,5,8,9,72.1,0.611,0,ordinary
625,وقر,9,4,8,9,69.6,0.436,0,ordinary
626,عبر,9,4,8,9,67.4,0.604,0,ordinary
627,فرج,9,2,8,9,41.6,0.36,0,ordinary
628,زیغ,9,6,7,8,78.6,0.305,0,ordinary
629,تجر,9,1,7,8,8.9,0.242,0,ordinary
630,بقر,9,3,3,9,61.8,0.896,0,ordinary
631,زنی,9,6,4,5,79.7,0.274,0,ordinary
632,عزم,9,3,7,9,54.6,0.804,0,ordinary
633,غنم,9,2,6,9,42.3,0.402,0,ordinary
634,لون,9,2,5,7,36.9,0.436,0,ordinary
635,رمی,9,4,5,7,63.3,0.119,0,ordinary
636,ذبح,9,4,6,9,63.7,0.787,0,ordinary
637,عوم,9,3,5,7,57.2,0.717,0,ordinary
638,عوج,9,2,7,9,47.1,0.912,0,ordinary
639,نوم,9,3,9,9,61.1,0.543,0,ordinary
640,صحف,9,3,8,9,60.1,0.0733,0,ordinary
641,حلی,9,4,8,9,62.1,0.569,0,ordinary
642,کنز,9,4,6,7,62.4,0.789,0,ordinary
643,فیض,9,4,7,8,64.0,1,0,ordinary
644,قذف,9,4,6,8,63.7,0.452,0,ordinary
645,نقض,9,4,7,9,65.5,0.184,0,ordinary
646,قبض,9,5,6,7,75.5,0.628,0,ordinary
647,حرق,9,4,8,9,61.9,0.466,0,ordinary
648,دوم,9,4,6,9,65.1,0.646,0,ordinary
649,وهن,9,5,7,8,72.6,0.583,0,ordinary
650,برز,9,3,8,9,60.4,0.583,0,ordinary
651,عکف,9,6,7,9,76.4,0.868,0,ordinary
652,بثث,9,5,9,9,72.8,0.184,0,ordinary
653,عنق,9,2,8,9,47.0,0.734,0,ordinary
654,ستت,8,2,8,8,48.1,0.569,0,ordinary
655,لطف,8,3,8,8,56.6,0.702,0,ordinary
656,ترف,8,4,7,8,69.7,0.601,0,ordinary
657,ختم,8,6,7,8,76.2,0.222,0,ordinary
658,عیش,8,4,8,8,70.1,0.197,0,ordinary
659,کلف,8,4,7,8,63.0,0.867,0,ordinary
660,قبر,8,4,8,8,64.5,0.042,1,signature
661,غبر,8,2,7,8,46.3,0.42,0,ordinary
662,ءنی,8,5,8,8,75.2,0.325,0,ordinary
663,صلب,8,4,7,8,62.8,0.372,0,ordinary
664,هبط,8,2,4,8,51.2,0.978,0,ordinary
665,خضر,8,4,7,8,67.3,0.574,0,ordinary
666,فرط,8,4,6,8,69.3,0.921,0,ordinary
667,سلف,8,3,7,8,54.6,0.799,0,ordinary
668,سقط,8,6,8,8,78.0,0.803,0,ordinary
669,برهن,8,2,7,8,47.9,0.915,0,ordinary
670,عقر,8,3,7,8,54.8,0.275,0,ordinary
671,رغب,8,6,7,8,79.5,0.146,0,ordinary
672,رجف,8,4,5,7,67.6,0.243,0,ordinary
673,درس,8,5,7,8,72.0,0.759,0,ordinary
674,بهت,8,4,6,8,63.4,0.789,0,ordinary
675,صفح,8,5,6,7,72.3,0.413,0,ordinary
676,حجب,8,3,8,8,55.8,0.519,0,ordinary
677,ضرع,8,5,4,8,73.3,0.398,0,ordinary
678,صوت,8,2,4,5,40.8,0.183,0,ordinary
679,خمس,8,4,7,8,66.6,0.528,0,ordinary
680,وبل,8,3,6,7,61.3,0.438,0,ordinary
681,خسف,8,3,7,8,53.3,0.423,0,ordinary
682,سری,8,4,8,8,65.6,0.427,0,ordinary
683,سکر,7,4,5,6,68.7,0.444,0,ordinary
684,غرف,7,5,5,5,74.4,0.741,0,ordinary
685,نسک,7,4,3,6,68.7,0.652,0,ordinary
686,نکث,7,3,5,6,60.7,0.567,0,ordinary
687,حظظ,7,2,5,7,43.7,0.966,0,ordinary
688,نصف,7,1,3,7,7.6,0.274,0,ordinary
689,بضع,7,2,2,6,51.0,0.272,0,ordinary
690,عصف,7,5,6,6,74.9,0.0526,0,ordinary
691,موج,7,2,5,6,35.7,0.698,0,ordinary
692,بعل,7,3,5,5,61.3,0.648,0,ordinary
693,برج,7,4,6,6,66.0,0.379,0,ordinary
694,عمه,7,1,7,7,22.3,0.923,0,ordinary
695,علق,7,3,6,6,57.1,0.24,0,ordinary
696,عمد,7,4,7,7,66.3,0.184,0,ordinary
697,عقد,7,3,5,7,54.9,0.162,0,ordinary
698,مکث,7,5,7,7,73.5,0.865,0,ordinary
699,بخس,7,4,6,7,67.8,0.748,0,ordinary
700,ءجج,7,4,5,5,64.8,0.536,0,ordinary
701,قسو,7,3,6,6,55.3,0.962,0,ordinary
702,ضحو,7,3,5,7,58.4,0.0526,0,ordinary
703,فیء,7,4,5,6,63.9,0.274,0,ordinary
704,نوق,7,1,6,7,7.3,0.254,0,ordinary
705,خطف,7,6,6,6,78.2,0.693,0,ordinary
706,حبل,7,2,5,6,46.0,0.166,0,ordinary
707,سرح,7,5,3,5,74.4,0.422,0,ordinary
708,خمر,7,2,5,7,36.5,0.795,0,ordinary
709,زکر,7,1,4,6,32.1,0.715,0,ordinary
710,ندم,7,2,6,7,40.0,0.715,0,ordinary
711,زیت,7,4,5,6,68.5,0.191,0,ordinary
712,دکک,7,4,4,4,65.0,0.027,1,signature
713,دلل,7,4,5,7,62.2,0.407,0,ordinary
714,بکی,7,5,6,7,72.0,0.344,0,ordinary
715,وعی,7,6,4,4,79.6,0.198,0,ordinary
716,تسع,7,4,5,6,69.8,0.402,0,ordinary
717,خول,7,3,5,6,58.1,0.738,0,ordinary
718,ردی,6,5,6,6,71.9,0.283,0,ordinary
719,رصد,6,5,4,6,72.9,0.21,0,ordinary
720,ءدی,6,4,4,5,62.1,0.836,0,ordinary
721,ثقف,6,3,6,6,61.6,0.804,0,ordinary
722,ندد,6,1,5,6,8.5,0.827,0,ordinary
723,فرش,6,4,6,6,69.3,0.198,0,ordinary
724,زور,6,4,5,6,68.5,0.1,0,ordinary
725,دءب,6,3,5,6,60.4,0.743,0,ordinary
726,وطء,6,5,4,5,74.3,0.427,0,ordinary
727,بکم,6,3,5,6,59.5,1,0,ordinary
728,زلزل,6,4,4,4,62.7,0.042,1,signature
729,غیث,6,3,5,5,56.1,0.631,0,ordinary
730,تبر,6,5,4,4,72.5,0.431,0,ordinary
731,زجر,6,5,3,5,76.0,0.197,0,ordinary
732,میل,6,5,1,3,73.1,0.516,0,ordinary
733,مرج,6,4,3,6,66.9,0.173,0,ordinary
734,مهل,6,2,5,5,35.6,0.0648,0,ordinary
735,کءس,6,2,5,6,48.5,0.227,0,ordinary
736,لوح,6,3,4,6,54.3,0.28,0,ordinary
737,کرر,6,2,6,6,52.6,0.425,0,ordinary
738,ذرء,6,2,6,6,52.0,0.714,0,ordinary
739,غرم,6,5,5,6,74.5,0.393,0,ordinary
740,کلب,6,2,3,4,51.5,0.464,0,ordinary
741,صید,6,2,1,5,40.3,0.402,0,ordinary
742,همن,6,1,3,6,4.8,0.436,0,ordinary
743,فخر,6,4,5,6,63.1,0.432,0,ordinary
744,سدد,6,3,4,5,57.0,0.508,0,ordinary
745,خلط,6,4,6,6,66.5,0.984,0,ordinary
746,ضوء,6,3,5,6,58.2,0.971,0,ordinary
747,فزع,6,1,4,6,19.7,0.462,0,ordinary
748,فرغ,6,4,6,6,64.6,0.119,0,ordinary
749,ضیف,6,2,5,6,36.6,0.363,0,ordinary
750,لءلء,6,2,6,6,46.8,0.36,0,ordinary
751,لحق,6,2,6,6,47.0,0.42,0,ordinary
752,لحد,6,3,6,6,57.6,0.664,0,ordinary
753,حرف,6,3,5,6,55.2,0.971,0,ordinary
754,قنط,6,5,5,6,74.0,0.46,0,ordinary
755,قمص,6,1,1,6,15.9,0.234,0,ordinary
756,نزغ,6,2,4,4,40.1,0.648,0,ordinary
757,حبر,6,3,4,6,55.9,0.793,0,ordinary
758,صرر,6,4,5,6,64.9,0.379,0,ordinary
759,حطم,6,3,5,6,53.5,0.027,1,signature
760,حسس,6,4,4,6,64.2,0.715,0,ordinary
761,شفی,6,3,6,6,58.3,0.919,0,ordinary
762,قصد,6,5,5,6,71.8,0.486,0,ordinary
763,حصد,6,4,6,6,64.4,0.795,0,ordinary
764,حصر,6,5,5,6,75.5,1,0,ordinary
765,کهف,6,1,1,6,1.1,0.243,0,ordinary
766,ءسر,6,5,4,6,70.6,0.279,0,ordinary
767,حمی,6,4,5,5,63.3,0.123,0,ordinary
768,حمر,6,3,6,6,55.4,0.367,0,ordinary
769,مقت,6,2,4,5,35.6,0.385,0,ordinary
770,کظم,6,3,6,6,57.6,0.654,0,ordinary
771,کوکب,5,3,5,5,53.4,0.302,0,ordinary
772,کمل,5,4,3,5,62.0,0.986,0,ordinary
773,شرح,5,4,5,5,69.1,0.15,0,ordinary
774,شرع,5,4,4,5,69.0,0.522,0,ordinary
775,حوت,5,2,4,5,42.6,0.544,0,ordinary
776,نفد,5,4,4,4,63.1,0.638,0,ordinary
777,حیص,5,2,5,5,45.7,0.601,0,ordinary
778,عنت,5,2,5,5,44.7,0.826,0,ordinary
779,مرد,5,5,5,5,74.7,0.891,0,ordinary
780,ذرع,5,4,4,4,64.7,0.243,0,ordinary
781,دهن,5,5,4,4,71.4,0.232,0,ordinary
782,رفق,5,4,3,5,69.9,0.643,0,ordinary
783,برد,5,3,5,5,61.6,0.359,0,ordinary
784,عمم,5,3,3,3,56.5,0.631,0,ordinary
785,لوی,5,4,3,5,67.4,0.522,0,ordinary
786,لین,5,5,5,5,75.0,0.697,0,ordinary
787,عصب,5,2,4,5,45.6,0.799,0,ordinary
788,عصر,5,5,4,5,74.8,0.042,1,signature
789,بغض,5,1,3,5,7.1,0.596,0,ordinary
790,نقذ,5,4,4,5,65.3,0.508,0,ordinary
791,قرع,5,1,3,5,17.6,0.027,1,signature
792,قرف,5,3,3,4,54.5,0.771,0,ordinary
793,شطر,5,1,1,3,27.3,0.809,0,ordinary
794,شحح,5,2,4,4,52.7,0.412,0,ordinary
795,شتت,5,3,5,5,60.0,0.119,0,ordinary
796,دلو,5,5,4,4,71.6,0.663,0,ordinary
797,بور,5,4,4,5,62.3,0.42,0,ordinary
798,مید,5,2,4,5,35.8,0.754,0,ordinary
799,لمس,5,3,5,5,54.9,0.634,0,ordinary
800,لزم,5,3,5,5,56.7,0.76,0,ordinary
801,عتب,5,2,4,4,37.8,0.423,0,ordinary
802,عثو,5,1,5,5,22.8,0.968,0,ordinary
803,وسوس,5,4,4,5,66.0,0.027,1,signature
804,قطر,5,4,5,5,62.4,0.638,0,ordinary
805,شهب,5,3,4,5,61.7,0.243,0,ordinary
806,قتر,5,5,5,5,75.6,0.422,0,ordinary
807,قدد,5,2,2,5,43.4,0.331,0,ordinary
808,قفو,5,2,4,4,41.7,0.532,0,ordinary
809,درء,5,4,5,5,62.6,0.933,0,ordinary
810,طوی,5,4,4,4,68.0,0.418,0,ordinary
811,ثبر,5,2,3,4,36.3,0.219,0,ordinary
812,وزع,5,2,3,5,49.6,0.383,0,ordinary
813,خوی,5,1,5,5,24.8,0.612,0,ordinary
814,خیب,5,2,4,5,40.2,0.245,0,ordinary
815,فرد,5,2,4,5,41.3,0.618,0,ordinary
816,طمس,5,3,5,5,59.0,0.418,0,ordinary
817,وسط,5,4,4,5,66.8,0.184,0,ordinary
818,ثور,5,3,4,5,61.1,0.169,0,ordinary
819,زهق,5,4,3,4,62.0,0.727,0,ordinary
820,خدع,5,3,3,3,53.7,0.982,0,ordinary
821,خرص,5,3,4,5,53.4,0.645,0,ordinary
822,صبب,5,4,4,4,64.3,0.152,0,ordinary
823,نکل,5,4,5,5,65.0,0.388,0,ordinary
824,حسد,5,5,4,4,70.8,0.027,1,signature
825,حصب,5,2,5,5,43.2,0.481,0,ordinary
826,سبط,5,2,4,5,47.8,1,0,ordinary
827,طرد,5,3,3,4,58.4,0.794,0,ordinary
828,جثم,5,1,3,5,11.3,0.787,0,ordinary
829,خطو,5,1,3,4,24.1,0.832,0,ordinary
830,خنزر,5,2,4,5,36.8,0.989,0,ordinary
831,سدس,5,2,3,4,48.1,0.728,0,ordinary
832,وجل,5,4,4,5,67.1,0.436,0,ordinary
833,جلو,5,4,4,5,65.7,0.183,0,ordinary
834,هیت,5,2,5,5,50.6,0.924,0,ordinary
835,نشز,5,4,3,4,68.1,0.402,0,ordinary
836,هلل,5,2,4,5,47.4,1,0,ordinary
837,صنم,5,2,5,5,40.7,0.894,0,ordinary
838,جوز,5,2,5,5,44.5,0.913,0,ordinary
839,جوع,5,2,5,5,45.8,0.0958,0,ordinary
840,صدف,5,3,2,3,60.2,0.68,0,ordinary
841,صرخ,5,5,4,4,71.7,0.497,0,ordinary
842,حرص,5,4,5,5,65.1,1,0,ordinary
843,نسف,5,4,2,3,70.4,0.234,0,ordinary
844,سنبل,5,4,2,4,65.9,0.671,0,ordinary
845,صفر,5,3,5,5,59.4,0.447,0,ordinary
846,فوت,5,3,5,5,54.1,0.438,0,ordinary
847,فوج,5,3,5,5,53.8,0.081,0,ordinary
848,هزز,5,3,5,5,60.0,0.765,0,ordinary
849,صدع,5,4,5,5,64.7,0.217,0,ordinary
850,مصر,5,2,4,5,38.1,0.806,0,ordinary
851,کسف,5,1,5,5,34.7,0.587,0,ordinary
852,کسو,5,4,4,5,64.8,1,0,ordinary
853,مضی,5,5,5,5,74.1,0.648,0,ordinary
854,ءرک,5,1,4,5,1.5,0.184,0,ordinary
855,ذمم,5,3,3,5,59.3,0.528,0,ordinary
856,رعب,5,2,5,5,47.3,0.751,0,ordinary
857,ربط,5,4,4,5,69.4,0.74,0,ordinary
858,رحل,4,3,2,4,61.8,0.0733,0,ordinary
859,رحب,4,2,2,4,49.7,0.436,0,ordinary
860,رتل,4,2,2,2,50.1,0.173,0,ordinary
861,رذل,4,3,4,4,54.0,0.866,0,ordinary
862,ءیک,4,1,4,4,3.3,0.51,0,ordinary
863,غسق,4,4,4,4,70.3,0.107,0,ordinary
864,غسل,4,4,4,4,70.2,0.55,0,ordinary
865,غضض,4,3,3,4,55.7,0.402,0,ordinary
866,عور,4,2,2,3,45.0,0.532,0,ordinary
867,سلح,4,1,1,1,31.9,0.691,0,ordinary
868,فور,4,3,4,4,53.9,0.601,0,ordinary
869,سقر,4,1,2,4,30.2,0.152,0,ordinary
870,سفن,4,1,2,3,31.1,0.46,0,ordinary
871,ءمد,4,2,4,4,52.3,0.508,0,ordinary
872,ءمس,4,1,2,4,2.4,0.47,0,ordinary
873,کعب,4,3,2,4,57.4,0.382,0,ordinary
874,سقف,4,2,4,4,49.2,0.538,0,ordinary
875,صلصل,4,1,2,4,25.7,0.206,0,ordinary
876,سمر,4,2,2,4,50.7,0.423,0,ordinary
877,خسء,4,3,4,4,54.7,0.652,0,ordinary
878,خصص,4,3,4,4,60.9,0.762,0,ordinary
879,هیء,4,3,3,4,58.8,0.809,0,ordinary
880,سفح,4,3,3,4,53.0,0.993,0,ordinary
881,لجج,4,3,4,4,57.7,0.533,0,ordinary
882,هنء,4,1,4,4,4.8,0.285,0,ordinary
883,صرح,4,2,3,3,38.9,0.628,0,ordinary
884,نسخ,4,4,4,4,70.4,0.802,0,ordinary
885,خرق,4,2,3,3,44.9,0.77,0,ordinary
886,نسل,4,2,4,4,40.4,0.597,0,ordinary
887,سمم,4,2,4,4,50.3,0.422,0,ordinary
888,سمن,4,3,3,4,61.4,0.222,0,ordinary
889,قنطر,4,4,2,3,68.4,0.847,0,ordinary
890,جهز,4,2,1,2,44.4,0.333,0,ordinary
891,طفل,4,3,3,4,59.1,0.648,0,ordinary
892,قلم,4,2,4,4,41.8,0.152,0,ordinary
893,شیخ,4,3,4,4,58.7,0.902,0,ordinary
894,طلب,4,4,3,3,66.1,0.693,0,ordinary
895,دحض,4,3,4,4,60.3,0.732,0,ordinary
896,زول,4,3,2,3,56.1,0.331,0,ordinary
897,قلد,4,2,3,4,41.7,0.756,0,ordinary
898,طوق,4,3,2,4,60.6,0.984,0,ordinary
899,دخر,4,2,4,4,39.8,0.765,0,ordinary
900,ورق,4,2,4,4,49.5,0.969,0,ordinary
901,ودع,4,3,4,4,58.8,0.197,0,ordinary
902,درر,4,2,4,4,40.6,0.549,0,ordinary
903,لمز,4,3,3,4,55.0,0.127,0,ordinary
904,سحت,4,2,2,4,48.7,0.714,0,ordinary
905,نحت,4,2,4,4,39.9,0.706,0,ordinary
906,دحر,4,2,3,4,40.4,0.706,0,ordinary
907,سجل,4,2,4,4,48.2,0.115,0,ordinary
908,فلق,4,3,3,4,53.1,0.1,0,ordinary
909,نعج,4,2,1,2,41.0,0.19,0,ordinary
910,سرب,4,4,4,4,66.7,0.42,0,ordinary
911,طبق,4,3,3,3,57.7,0.107,0,ordinary
912,جدر,4,4,3,4,67.7,0.596,0,ordinary
913,سرج,4,1,4,4,32.7,0.275,0,ordinary
914,خفض,4,2,4,4,36.1,0.56,0,ordinary
915,سدر,4,2,3,4,50.9,0.234,0,ordinary
916,جرح,4,4,3,4,67.0,0.729,0,ordinary
917,فشل,4,2,2,4,44.0,0.663,0,ordinary
918,سخط,4,3,4,4,56.9,0.827,0,ordinary
919,جسد,4,1,4,4,12.3,0.781,0,ordinary
920,شور,4,4,4,4,63.8,0.866,0,ordinary
921,سول,4,1,3,4,30.9,0.643,0,ordinary
922,مجد,4,1,3,4,13.1,0.127,0,ordinary
923,کرب,4,1,3,4,2.6,0.547,0,ordinary
924,مزق,4,2,1,2,38.0,0.197,0,ordinary
925,بدع,4,3,4,4,61.5,0.735,0,ordinary
926,عفف,4,2,3,4,45.2,0.762,0,ordinary
927,رقی,4,4,3,3,63.2,0.361,0,ordinary
928,حمء,4,2,2,4,41.4,0.245,0,ordinary
929,نفل,4,2,3,3,38.6,0.615,0,ordinary
930,غور,4,3,3,4,56.2,0.596,0,ordinary
931,عقم,4,2,3,4,44.3,0.28,0,ordinary
932,غمر,4,2,3,4,42.3,0.476,0,ordinary
933,غوث,4,4,4,4,68.6,0.418,0,ordinary
934,مهن,4,1,4,4,11.1,0.285,0,ordinary
935,میز,4,3,4,4,58.9,0.543,0,ordinary
936,عزر,4,3,4,4,54.7,0.866,0,ordinary
937,رکن,4,2,3,4,51.1,0.552,0,ordinary
938,شءن,4,1,4,4,29.7,0.313,0,ordinary
939,قصو,4,3,4,4,55.3,0.748,0,ordinary
940,حیض,4,2,2,2,46.5,0.227,0,ordinary
941,سیل,4,3,2,3,59.7,0.322,0,ordinary
942,نمل,4,3,2,2,58.1,0.402,0,ordinary
943,عجم,4,3,3,3,61.2,0.486,0,ordinary
