global_rank,root,gloss,freq,n_forms,n_suras,prominence_pctile,living(+)/frozen(-),signature_rank,dom_sura,conc_z,conc_q
1,ءله,God,2848,6,86,100.0,-0.74,,112,60.6,0.0243
2,قول,say,1722,17,84,99.9,-0.25,,112,21.5,0.0243
3,کون,be,1390,18,86,99.9,-0.19,,112,12.3,0.0243
4,ربب,Lord,980,8,94,99.8,-0.46,,108,27.7,0.0243
5,ءمن,believe,879,28,77,99.8,+0.07,,103,12.9,0.0243
6,علم,know,854,20,85,99.7,-0.07,,102,7.2,0.0243
7,قوم,people,660,45,79,99.6,+0.31,,98,6.9,0.0243
8,ءتی,come,549,31,72,99.6,+0.18,,98,1.2,0.353
9,کفر,disbelieve,525,20,77,99.5,+0.01,,109,7.0,0.0243
10,بین,between/clarify,523,16,71,99.5,-0.08,,60,2.3,0.162
11,شیء,thing,519,12,73,99.4,-0.20,,81,4.2,0.04
12,رسل,messenger,513,16,69,99.4,-0.08,,105,6.3,0.0243
13,یوم,day,475,6,80,99.3,-0.45,,77,22.1,0.0243
14,ءرض,earth,461,2,80,99.2,-0.82,,99,2.2,0.183
15,ءیی,,382,3,59,99.2,-0.66,,45,6.8,0.0243
16,سمو,,381,12,81,99.1,-0.15,,86,4.2,0.04
17,کلل,,377,4,74,99.1,-0.56,,97,-0.1,0.712
18,عذب,,373,11,68,99.0,-0.18,,88,2.8,0.115
19,عمل,,360,13,68,98.9,-0.11,,99,5.6,0.04
20,جعل,,346,9,66,98.9,-0.25,,105,8.2,0.0243
21,ءنس,,342,10,77,98.8,-0.20,,114,16.9,0.0243
22,رحم,,339,14,62,98.8,-0.07,,1,8.1,0.0243
23,رءی,,328,25,72,98.7,+0.18,,107,12.3,0.0243
24,کتب,,319,14,61,98.6,-0.06,,98,5.1,0.0531
25,هدی,,316,30,62,98.6,+0.26,,1,2.7,0.153
26,ظلم,,315,17,59,98.5,+0.02,,62,-0.0,0.663
27,نفس,,298,7,63,98.5,-0.32,,82,1.8,0.226
28,قبل,,294,15,64,98.4,-0.02,,51,-0.9,0.897
29,نزل,,293,18,60,98.4,+0.06,,97,1.9,0.215
30,ذکر,,292,23,71,98.3,+0.16,,87,8.6,0.0243
31,حقق,,287,7,59,98.2,-0.31,,103,2.7,0.153
32,کذب,,282,16,68,98.2,+0.02,,55,42.6,0.0243
33,جیء,,278,4,62,98.1,-0.51,,110,2.6,0.157
34,عبد,,275,16,57,98.1,+0.02,,109,50.2,0.0243
35,ءخذ,,273,23,55,98.0,+0.17,,73,2.0,0.201
36,خلق,,261,12,75,97.9,-0.09,,113,6.9,0.0243
37,وقی,,258,21,63,97.9,+0.14,,92,4.2,0.0531
38,ءخر,,250,16,64,97.8,+0.04,,93,0.6,0.487
39,ءمر,,248,13,61,97.8,-0.05,,97,3.1,0.0857
40,بعد,,235,6,57,97.7,-0.34,,95,0.2,0.608
41,غفر,,234,19,56,97.6,+0.12,,110,3.0,0.127
42,ولی,,232,26,55,97.6,+0.25,,75,3.3,0.115
43,دعو,,212,22,55,97.5,+0.19,,96,4.9,0.0531
44,حکم,,210,14,57,97.5,+0.01,,95,2.0,0.201
45,ملک,,206,14,63,97.4,+0.01,,114,1.6,0.266
46,عند,,201,3,62,97.4,-0.56,,92,-1.0,0.919
47,جنن,,201,9,70,97.3,-0.16,,114,4.4,0.0531
48,خیر,,196,11,55,97.2,-0.08,,97,1.8,0.21
49,حسن,,194,17,50,97.2,+0.10,,92,1.3,0.312
50,نور,,194,6,62,97.1,-0.31,,111,2.8,0.137
51,ضلل,,191,18,56,97.1,+0.13,,105,1.4,0.308
52,حیی,,189,25,50,97.0,+0.27,,87,1.5,0.271
53,سمع,,185,16,57,96.9,+0.08,,72,1.0,0.39
54,خرج,,182,21,56,96.9,+0.20,,99,2.7,0.134
55,صلح,,180,15,54,96.8,+0.06,,103,0.8,0.431
56,سبل,,176,5,47,96.8,-0.36,,47,2.1,0.21
57,تبع,,174,13,52,96.7,+0.01,,47,-0.5,0.786
58,ءول,,172,13,54,96.6,+0.01,,93,1.5,0.283
59,قتل,,170,18,33,96.6,+0.15,,81,3.8,0.0857
60,مثل,,169,9,50,96.5,-0.13,,62,0.9,0.415
61,شرک,,168,15,44,96.5,+0.07,,98,4.2,0.0531
62,قلب,,168,15,48,96.4,+0.07,,83,3.5,0.0531
63,کثر,,167,10,51,96.4,-0.09,,108,1.7,0.233
64,سوء,,166,17,45,96.3,+0.13,,45,1.1,0.385
65,موت,,165,25,53,96.2,+0.29,,87,1.6,0.252
66,بنو,,162,10,46,96.2,-0.08,,61,1.6,0.264
67,کبر,,161,25,57,96.1,+0.29,,87,1.8,0.24
68,شهد,,160,23,48,96.1,+0.26,,85,3.2,0.0857
69,نصر,,158,27,46,96.0,+0.33,,110,2.9,0.141
70,بعض,,158,3,38,95.9,-0.52,,49,2.3,0.19
71,سلم,,157,19,50,95.9,+0.18,,97,2.8,0.145
72,صدق,,155,25,49,95.8,+0.30,,92,0.5,0.52
73,غیر,,154,5,46,95.8,-0.34,,1,1.6,0.251
74,وحد,,153,10,50,95.7,-0.07,,112,8.4,0.0243
75,وعد,,151,16,51,95.6,+0.12,,50,2.0,0.209
76,بصر,,148,15,62,95.6,+0.09,,67,1.3,0.331
77,رود,,148,13,47,95.5,+0.04,,86,0.7,0.478
78,لقی,,146,33,53,95.5,+0.42,,84,2.6,0.157
79,دون,,144,1,46,95.4,-0.80,,72,0.3,0.557
80,ذوی,,143,8,55,95.4,-0.15,,111,6.8,0.0243
81,نعم,,140,9,61,95.3,-0.10,,102,3.1,0.103
82,وسی,,136,1,34,95.2,-0.79,,87,7.5,0.0243
83,دنو,,133,6,46,95.2,-0.25,,87,-1.0,0.945
84,قدر,,132,18,58,95.1,+0.19,,97,8.3,0.0243
85,نذر,,130,11,50,95.1,-0.01,,54,9.2,0.0243
86,نظر,,129,16,48,95.0,+0.14,,86,2.1,0.192
87,سءل,,129,16,47,94.9,+0.14,,102,2.7,0.145
88,طوع,,129,24,40,94.9,+0.31,,64,3.3,0.103
89,جمع,,129,18,45,94.8,+0.19,,104,2.1,0.196
90,عظم,,128,7,50,94.8,-0.18,,56,1.4,0.312
91,خلف,,127,31,40,94.7,+0.42,,45,-0.3,0.745
92,ءهل,,127,3,40,94.7,-0.48,,98,1.9,0.21
93,دخل,,126,12,45,94.6,+0.03,,110,1.7,0.236
94,خوف,,124,16,42,94.5,+0.15,,106,0.8,0.45
95,رزق,,123,9,44,94.5,-0.08,,65,1.3,0.304
96,بشر,,123,18,47,94.4,+0.20,,74,1.2,0.34
97,یدی,,121,5,48,94.4,-0.30,,111,1.6,0.277
98,عزز,,120,10,48,94.3,-0.03,,63,1.8,0.238
99,ءمم,,119,13,42,94.2,+0.07,,101,0.6,0.508
100,جزی,,118,15,47,94.2,+0.13,,92,1.6,0.272
101,ءبو,,117,9,37,94.1,-0.07,,111,8.2,0.0243
102,نهر,,113,7,51,94.1,-0.16,,93,1.3,0.324
103,نفق,,111,14,31,94.0,+0.11,,63,9.6,0.0243
104,ءکل,,109,10,40,93.9,-0.02,,105,1.6,0.263
105,حسب,,109,12,40,93.9,+0.05,,104,4.2,0.0648
106,ءجر,,108,5,39,93.8,-0.28,,95,2.3,0.197
107,فعل,,108,11,44,93.8,+0.02,,105,1.9,0.219
108,وجد,,107,5,32,93.7,-0.28,,93,7.6,0.0243
109,عدو,enmity,106,22,34,93.7,+0.31,,100,2.4,0.177
110,فضل,,104,5,32,93.6,-0.27,,62,2.2,0.178
111,رجع,,104,9,42,93.5,-0.05,,86,1.8,0.219
112,صبر,,103,15,45,93.5,+0.15,,103,2.2,0.186
113,شدد,,102,11,48,93.4,+0.03,,100,0.6,0.466
114,ولد,,102,17,39,93.4,+0.21,,112,10.3,0.0243
115,ءذن,,102,13,38,93.3,+0.10,,97,1.8,0.21
116,دین,,101,6,40,93.2,-0.20,,109,14.6,0.0243
117,صلو,,99,9,37,93.2,-0.04,,108,7.9,0.0243
118,صحب,,97,6,47,93.1,-0.20,,105,8.7,0.0243
119,قرب,,96,17,41,93.1,+0.22,,96,0.4,0.511
120,ءخو,,96,11,31,93.0,+0.04,,12,3.6,0.0888
121,عقب,,96,15,36,92.9,+0.16,,90,2.4,0.177
122,بغی,,96,24,41,92.9,+0.36,,92,-0.6,0.815
123,حبب,,95,13,35,92.8,+0.11,,100,1.9,0.24
124,سبح,,92,10,49,92.8,+0.01,,110,3.1,0.121
125,سجد,,92,15,32,92.7,+0.17,,96,2.1,0.207
126,لیل,,92,5,49,92.7,-0.25,,97,9.7,0.0243
127,لیس,,89,3,33,92.6,-0.43,,95,1.6,0.266
128,شطن,,88,5,36,92.5,-0.25,,81,-0.3,0.745
129,قرء,,88,11,42,92.5,+0.05,,96,8.9,0.0243
130,توب,,87,16,25,92.4,+0.21,,110,3.7,0.103
131,خلد,,87,10,40,92.4,+0.02,,104,0.9,0.418
132,مول,,86,5,38,92.3,-0.24,,104,6.5,0.0243
133,نجو,,84,22,31,92.2,+0.34,,58,6.3,0.0243
134,سوو,,83,16,48,92.2,+0.21,,91,2.2,0.204
135,حرم,,83,12,25,92.1,+0.10,,5,0.9,0.393
136,زوج,,81,8,43,92.1,-0.06,,66,1.9,0.219
137,نبء,,80,13,36,92.0,+0.14,,66,1.3,0.331
138,نبو,,80,7,23,91.9,-0.11,,66,6.4,0.0243
139,عرض,,79,13,35,91.9,+0.14,,46,0.1,0.617
140,وحی,,78,8,33,91.8,-0.05,,99,1.9,0.207
141,وجه,,78,7,38,91.8,-0.10,,88,1.6,0.266
142,جهنم,,77,1,39,91.7,-0.70,,98,0.4,0.509
143,صوب,,77,12,27,91.7,+0.11,,64,-0.2,0.713
144,بلغ,,77,12,36,91.6,+0.11,,72,0.3,0.574
145,قلل,,76,7,33,91.5,-0.10,,73,0.3,0.566
146,شکر,,75,13,35,91.5,+0.15,,76,1.2,0.363
147,ءلم,,75,4,42,91.4,-0.30,,84,-0.7,0.846
148,کلم,,75,12,32,91.4,+0.11,,42,-1.1,0.971
149,فرعن,,74,1,27,91.3,-0.70,,85,3.7,0.0759
150,ضرر,,74,17,31,91.2,+0.26,,10,-1.0,0.927
151,بءس,,73,7,33,91.2,-0.09,,62,-1.1,0.967
152,بیت,,73,7,29,91.1,-0.09,,106,4.0,0.0531
153,رجل,,73,7,32,91.1,-0.09,,72,-0.9,0.914
154,رضو,,73,20,32,91.0,+0.33,,101,5.9,0.0243
155,غنی,,73,14,44,90.9,+0.18,,111,4.2,0.0648
156,فرق,,72,21,30,90.9,+0.35,,98,-0.2,0.7
157,یمن,,71,4,34,90.8,-0.29,,56,4.5,0.04
158,عرف,,71,12,26,90.8,+0.12,,65,1.2,0.339
159,سکن,,71,18,40,90.7,+0.29,,107,1.2,0.335
160,متع,,70,11,38,90.7,+0.09,,80,-1.2,0.974
161,وکل,,70,9,29,90.6,+0.01,,14,-0.1,0.666
162,علو,,70,21,41,90.5,+0.35,,92,1.3,0.309
163,برهم,,69,1,25,90.5,-0.69,,87,0.0,0.625
164,ظنن,,69,9,32,90.4,+0.01,,72,4.4,0.0243
165,هلک,,68,13,40,90.4,+0.16,,90,0.3,0.544
166,حمد,,68,8,44,90.3,-0.03,,110,2.3,0.207
167,کسب,,67,4,27,90.2,-0.28,,111,1.0,0.373
168,بعث,,67,10,33,90.2,+0.06,,91,0.3,0.552
169,جرم,,66,10,36,90.1,+0.06,,77,0.7,0.444
170,وفی,,66,24,27,90.1,+0.42,,83,-0.9,0.93
171,خسر,,65,14,35,90.0,+0.20,,103,1.4,0.29
172,عین,,65,9,37,89.9,+0.02,,102,3.9,0.0888
173,حمل,,64,13,29,89.9,+0.17,,111,4.0,0.0648
174,جری,,64,7,43,89.8,-0.07,,88,0.1,0.62
175,ذوق,,63,13,32,89.8,+0.17,,32,2.1,0.204
176,تلو,,63,15,33,89.7,+0.23,,91,0.7,0.457
177,موه,,63,1,41,89.7,-0.67,,86,1.4,0.312
178,قضی,,63,12,29,89.6,+0.14,,80,0.2,0.574
179,سحر,,63,12,27,89.5,+0.14,,51,3.7,0.121
180,عود,,63,13,39,89.5,+0.17,,85,0.0,0.632
181,زید,,62,16,32,89.4,+0.26,,71,2.3,0.196
182,مسس,,61,7,29,89.4,-0.06,,70,-0.3,0.729
183,فری,,60,15,24,89.3,+0.24,,46,0.7,0.452
184,فتن,,60,8,32,89.2,-0.01,,85,-0.1,0.663
185,غیب,,60,6,35,89.2,-0.12,,82,0.8,0.424
186,ظهر,,59,16,30,89.1,+0.27,,94,2.3,0.188
187,نسو,,59,4,16,89.1,-0.26,,65,2.3,0.18
188,ردد,,59,17,30,89.0,+0.29,,95,-0.5,0.79
189,زکو,,59,12,29,88.9,+0.15,,91,2.1,0.228
190,ضرب,,58,6,28,88.9,-0.11,,66,0.4,0.529
191,روح,,57,8,40,88.8,-0.00,,97,0.5,0.478
192,عدد,,57,13,26,88.8,+0.19,,104,2.9,0.162
193,قری,,57,4,26,88.7,-0.26,,59,-0.0,0.63
194,ءجل,,56,4,29,88.7,-0.25,,63,0.3,0.555
195,نهی,,56,24,26,88.6,+0.45,,96,1.9,0.225
196,ذهب,,56,10,30,88.5,+0.09,,81,0.2,0.566
197,دور,,55,7,27,88.5,-0.05,,59,0.2,0.574
198,فسق,,54,9,23,88.4,+0.05,,49,0.9,0.394
199,ضعف,,52,16,21,88.4,+0.29,,30,0.0,0.617
200,ندو,,52,12,26,88.3,+0.17,,96,1.7,0.257
201,خبر,,51,5,31,88.2,-0.16,,100,1.7,0.264
202,تحت,,51,1,30,88.2,-0.64,,98,0.2,0.574
203,حلل,,51,15,21,88.1,+0.27,,90,1.0,0.376
204,فسد,,50,10,23,88.1,+0.11,,89,-0.7,0.855
205,نفع,,50,6,31,88.0,-0.09,,87,-0.2,0.691
206,طیب,,50,9,23,87.9,+0.07,,61,-0.6,0.832
207,وری,,50,9,29,87.9,+0.07,,100,1.5,0.309
208,عقل,,49,4,30,87.8,-0.23,,67,-1.2,0.993
209,سوع,,49,2,27,87.8,-0.45,,54,1.1,0.365
210,ءثم,,48,10,21,87.7,+0.11,,83,0.4,0.5
211,قدم,,48,10,37,87.7,+0.11,,82,0.3,0.555
212,خشی,,48,10,24,87.6,+0.11,,79,2.1,0.209
213,طعم,,48,10,26,87.5,+0.11,,106,5.7,0.0243
214,کرم,,47,12,29,87.5,+0.19,,82,7.0,0.0243
215,عجل,,47,11,25,87.4,+0.15,,75,0.7,0.45
216,صدر,,46,4,31,87.4,-0.22,,94,3.8,0.0888
217,زین,,46,5,28,87.3,-0.14,,67,-0.7,0.834
218,عهد,,46,4,17,87.2,-0.22,,70,-0.2,0.7
219,صرط,,45,2,25,87.2,-0.44,,1,3.9,0.115
220,وذر,,45,4,29,87.1,-0.22,,71,2.4,0.192
221,نسی,,45,12,20,87.1,+0.20,,87,1.0,0.375
222,صبح,,45,10,25,87.0,+0.12,,100,2.6,0.151
223,حفظ,,44,17,23,86.9,+0.34,,86,2.0,0.219
224,دبر,,44,10,31,86.9,+0.13,,79,1.1,0.343
225,بدل,,44,14,25,86.8,+0.26,,76,-0.1,0.64
226,یسر,,44,11,27,86.8,+0.17,,94,14.9,0.0243
227,سرر,,44,14,33,86.7,+0.26,,84,2.1,0.219
228,حشر,,43,8,28,86.7,+0.04,,81,-0.2,0.694
229,فصل,,43,12,24,86.6,+0.20,,86,2.0,0.226
230,نوح,,43,2,28,86.5,-0.43,,71,1.3,0.329
231,جوب,,43,15,23,86.5,+0.29,,89,0.5,0.478
232,ترک,,43,8,20,86.4,+0.04,,37,1.2,0.329
233,مکر,,43,5,14,86.4,-0.13,,71,2.0,0.226
234,فوق,,43,3,27,86.3,-0.31,,78,-0.9,0.93
235,بحر,,42,6,25,86.2,-0.06,,82,0.9,0.394
236,قوی,,42,6,25,86.2,-0.06,,86,0.6,0.446
237,حزن,,42,4,25,86.1,-0.21,,58,-1.4,1
238,سخر,,42,9,21,86.1,+0.09,,14,0.7,0.45
239,صدد,,42,6,23,86.0,-0.06,,63,0.6,0.45
240,طوف,,41,10,22,85.9,+0.14,,61,0.5,0.466
241,لعن,,41,10,18,85.9,+0.14,,33,-0.7,0.868
242,کره,,41,9,21,85.8,+0.10,,61,0.8,0.42
243,جبل,,41,4,33,85.8,-0.20,,101,2.2,0.219
244,جهد,,41,8,19,85.7,+0.05,,9,1.1,0.364
245,ویل,,40,4,25,85.7,-0.20,,77,23.8,0.0243
246,قرن,,40,11,22,85.6,+0.18,,50,0.9,0.419
247,ملء,,40,7,18,85.5,+0.00,,38,0.6,0.462
248,فلح,,40,6,24,85.5,-0.05,,91,0.4,0.506
249,شعر,,40,9,23,85.4,+0.10,,69,-0.6,0.832
250,شرب,,39,11,22,85.4,+0.18,,76,2.5,0.178
251,طغی,,39,14,27,85.3,+0.28,,91,2.2,0.192
252,ذنب,,39,3,26,85.2,-0.29,,91,1.1,0.378
253,سلط,,39,4,27,85.2,-0.20,,69,-0.4,0.741
254,ذرر,,38,3,21,85.1,-0.29,,99,3.3,0.113
255,مرء,,38,8,22,85.1,+0.06,,111,3.6,0.103
256,فتح,,38,12,25,85.0,+0.22,,110,1.8,0.233
257,هوی,,38,9,22,85.0,+0.11,,101,2.5,0.183
258,قرر,,38,12,22,84.9,+0.22,,76,0.8,0.441
259,سبق,,37,11,24,84.8,+0.19,,79,1.3,0.343
260,نکر,,37,10,26,84.8,+0.16,,31,-0.6,0.791
261,بلو,,37,16,24,84.7,+0.34,,86,1.4,0.339
262,قطع,,36,9,23,84.7,+0.12,,47,-0.6,0.818
263,ءوی,,36,11,23,84.6,+0.20,,93,1.5,0.308
264,ریب,,36,8,26,84.5,+0.07,,45,-0.6,0.797
265,بطل,,36,6,24,84.5,-0.04,,47,-0.9,0.956
266,حدث,,36,8,28,84.4,+0.07,,93,2.3,0.197
267,کید,,35,6,16,84.4,-0.03,12,86,16.4,0.0243
268,ورث,,35,14,20,84.3,+0.30,,89,0.2,0.558
269,حین,,35,1,23,84.2,-0.58,,30,-0.1,0.627
270,مرر,,35,9,22,84.2,+0.12,,54,0.3,0.52
271,غفل,,35,8,21,84.1,+0.08,,50,-1.2,1
272,عفو,,35,11,11,84.1,+0.20,,42,-0.1,0.64
273,خفی,,34,15,21,84.0,+0.33,,87,0.1,0.577
274,ریم,,34,1,12,84.0,-0.57,,61,1.1,0.355
275,هزء,,34,9,21,83.9,+0.13,,45,-0.3,0.698
276,ءلی,,34,1,3,83.8,-0.57,1,55,102.7,0.0243
277,جنح,,34,5,14,83.8,-0.09,,24,-0.3,0.7
278,وثق,,34,8,13,83.7,+0.08,,89,0.5,0.462
279,عرش,,33,4,25,83.7,-0.17,,81,0.3,0.524
280,ظلل,,33,10,20,83.6,+0.17,,77,1.7,0.253
281,جنب,,33,10,21,83.5,+0.17,,92,0.6,0.443
282,کفی,,33,5,15,83.5,-0.09,,33,0.5,0.482
283,قسم,,33,11,24,83.4,+0.21,,90,2.7,0.174
284,حجج,,33,8,10,83.4,+0.09,,42,-0.1,0.609
285,عمی,,33,10,22,83.3,+0.17,,80,-0.6,0.797
286,شمس,,33,2,28,83.2,-0.39,,91,0.7,0.444
287,ثلث,,32,10,20,83.2,+0.18,,73,0.1,0.557
288,وصی,,32,11,13,83.1,+0.22,15,103,14.1,0.0243
289,ءسف,,32,4,7,83.1,-0.16,13,12,15.0,0.0243
290,وسع,,32,7,15,83.0,+0.04,,65,-0.5,0.773
291,عصی,,32,10,23,83.0,+0.18,,79,-0.0,0.611
292,برر,,32,5,18,82.9,-0.08,,82,1.2,0.353
293,نصب,,32,7,19,82.8,+0.04,,94,3.7,0.103
294,مدد,,32,16,24,82.8,+0.37,,104,1.7,0.266
295,برک,,32,7,22,82.7,+0.04,,25,-0.3,0.71
296,لبث,,31,4,17,82.7,-0.16,,79,0.5,0.454
297,قعد,,31,14,15,82.6,+0.32,,85,0.5,0.46
298,غلب,,31,9,18,82.5,+0.14,,80,0.7,0.435
299,بدو,,31,11,16,82.5,+0.22,,60,-0.8,0.933
300,هجر,,31,11,17,82.4,+0.22,,73,1.0,0.385
301,طهر,,31,13,18,82.4,+0.29,,98,-0.0,0.595
302,شفع,,31,6,19,82.3,-0.01,,74,-0.2,0.663
303,حیث,,31,2,14,82.2,-0.38,,65,-0.2,0.663
304,شرر,,31,4,22,82.2,-0.16,3,113,32.9,0.0243
305,خلص,,31,9,17,82.1,+0.14,,98,1.3,0.335
306,ءنث,,30,3,17,82.1,-0.25,,92,1.0,0.372
307,سعی,,30,7,20,82.0,+0.05,,92,2.6,0.18
308,هود,,30,6,12,82.0,-0.01,,62,-0.3,0.7
309,عسی,,30,2,16,81.9,-0.38,,66,0.2,0.52
310,ءفک,,30,10,21,81.8,+0.19,,63,0.6,0.444
311,صرف,,30,11,17,81.8,+0.23,,46,-0.6,0.836
312,قصص,,30,9,14,81.7,+0.15,,12,-0.9,0.939
313,برء,,29,15,19,81.7,+0.36,,59,-0.9,0.944
314,طیر,,29,8,19,81.6,+0.11,,105,1.8,0.245
315,جند,,29,4,18,81.5,-0.15,,85,0.5,0.448
316,ثوب,,29,9,16,81.5,+0.15,,83,0.2,0.54
317,ودد,,29,7,18,81.4,+0.06,,60,1.9,0.248
318,غشو,,29,15,23,81.4,+0.36,,91,3.2,0.141
319,رفع,,29,9,21,81.3,+0.15,,94,3.9,0.115
320,فوز,,29,7,21,81.2,+0.06,,85,0.1,0.585
321,جدل,,29,6,16,81.2,-0.00,,40,-0.1,0.617
322,صیر,,29,3,22,81.1,-0.24,,64,0.1,0.56
323,دری,,29,7,21,81.1,+0.06,16,101,13.6,0.0243
324,ثنی,,29,12,18,81.0,+0.27,,68,-0.9,0.981
325,ثقل,,28,12,19,81.0,+0.27,25,99,11.5,0.0243
326,ءبد,,28,1,15,80.9,-0.54,,98,0.8,0.377
327,نشء,,28,9,14,80.8,+0.16,,56,5.1,0.0648
328,حوط,,28,10,18,80.8,+0.20,,85,-0.1,0.618
329,شقق,,28,14,21,80.7,+0.33,,80,1.3,0.331
330,یقن,,28,9,19,80.7,+0.16,28,102,8.9,0.0243
331,خلو,,28,5,18,80.6,-0.06,,84,-0.0,0.587
332,سبع,,28,5,16,80.5,-0.06,,69,1.7,0.263
333,عدل,,28,6,11,80.5,+0.00,,82,0.0,0.584
334,لوط,,27,2,14,80.4,-0.36,,54,0.9,0.366
335,عجب,,27,7,17,80.4,+0.07,,63,0.0,0.595
336,بوب,,27,5,17,80.3,-0.06,,78,0.3,0.509
337,مسک,,27,9,17,80.2,+0.16,,67,0.8,0.401
338,عشر,,27,10,19,80.2,+0.21,,81,-0.4,0.741
339,شجر,,27,2,19,80.1,-0.36,,56,0.0,0.564
340,غرر,,27,6,14,80.1,+0.01,,82,2.0,0.221
341,عمر,,27,11,16,80.0,+0.24,,35,-0.0,0.587
342,وزر,,27,8,11,80.0,+0.12,,94,3.7,0.127
343,سیر,,27,9,21,79.9,+0.16,,81,0.4,0.494
344,قمر,,27,2,23,79.8,-0.36,,91,2.1,0.207
345,ءین,,27,2,20,79.8,-0.36,,81,-0.4,0.744
346,مدن,,27,3,15,79.7,-0.23,,63,0.2,0.555
347,منن,,27,10,20,79.7,+0.21,,95,2.4,0.186
348,رجو,,26,9,19,79.6,+0.17,,78,-0.1,0.632
349,نبت,,26,5,21,79.5,-0.05,,71,0.5,0.45
350,خزی,,26,8,15,79.5,+0.12,,66,-0.5,0.79
351,وضع,,26,7,18,79.4,+0.07,,94,2.7,0.18
352,عجز,,26,10,21,79.4,+0.21,,72,0.0,0.577
353,هون,,26,10,19,79.3,+0.21,,89,-0.0,0.598
354,ثمد,,26,1,21,79.2,-0.53,,91,1.7,0.264
355,جحم,,26,2,18,79.2,-0.35,38,102,7.0,0.04
356,شری,,25,10,8,79.1,+0.22,,31,-0.6,0.852
357,بسط,,25,8,15,79.1,+0.13,,71,-0.1,0.618
358,بطن,,25,6,18,79.0,+0.02,,57,-0.3,0.709
359,لسن,,25,3,18,79.0,-0.22,,90,0.6,0.45
360,صلی,,25,14,21,78.9,+0.35,,111,5.2,0.0648
361,حول,,25,8,19,78.8,+0.13,,17,-1.1,0.994
362,عیس,,25,1,11,78.8,-0.52,,61,0.1,0.556
363,حدد,,25,7,12,78.7,+0.08,,58,1.3,0.319
364,قسط,,25,5,15,78.7,-0.04,,72,0.8,0.419
365,حضر,,25,11,16,78.6,+0.26,,81,0.3,0.512
366,فلک,,25,1,20,78.5,-0.52,,23,-0.5,0.769
367,سقی,,25,15,19,78.5,+0.38,,91,1.8,0.253
368,وعظ,,25,9,14,78.4,+0.18,,65,-0.9,0.971
369,وهب,,25,5,12,78.4,-0.04,,38,1.6,0.251
370,ءدم,,25,1,9,78.3,-0.52,,20,0.1,0.566
371,وقع,,24,9,16,78.2,+0.18,,56,2.5,0.192
372,رقب,,24,9,14,78.2,+0.18,,90,1.1,0.347
373,ثمر,,24,4,12,78.1,-0.12,,14,-0.6,0.856
374,مرض,,24,5,13,78.1,-0.04,,73,-0.2,0.663
375,ذلل,,24,12,17,78.0,+0.30,,76,0.5,0.46
376,فحش,,24,3,15,78.0,-0.21,,65,-0.7,0.916
377,غضب,,24,4,15,77.9,-0.12,,1,1.2,0.343
378,کود,,24,6,19,77.8,+0.03,,72,-0.4,0.767
379,فجر,,24,10,16,77.8,+0.23,,97,6.3,0.0531
380,ءذی,,24,9,10,77.7,+0.18,,33,0.4,0.46
381,جهل,,24,8,17,77.7,+0.14,,49,-1.0,1
382,سرع,,23,6,14,77.6,+0.04,,70,-0.5,0.791
383,وزن,,23,6,14,77.5,+0.04,32,101,7.9,0.0243
384,سرف,,23,8,17,77.5,+0.14,,44,-0.7,0.87
385,لبس,,23,6,13,77.4,+0.04,,78,-0.3,0.704
386,غرق,,23,8,18,77.4,+0.14,,79,-0.4,0.748
387,طلق,,23,5,10,77.3,-0.03,,77,1.5,0.302
388,نکح,,23,8,6,77.2,+0.14,,24,0.5,0.444
389,مشی,,23,8,14,77.2,+0.14,,67,1.5,0.282
390,یتم,,23,4,12,77.1,-0.11,34,93,7.8,0.0243
391,ربع,,22,6,11,77.1,+0.04,,24,-0.2,0.64
392,بنی,,22,9,16,77.0,+0.20,,91,1.4,0.309
393,لدی,,22,1,12,77.0,-0.50,,50,3.3,0.137
394,غوی,,22,8,11,76.9,+0.15,,15,0.6,0.444
395,ترب,,22,6,18,76.8,+0.04,,86,2.1,0.236
396,خطء,,22,8,13,76.8,+0.15,,96,0.9,0.374
397,فرح,,22,5,13,76.7,-0.02,,30,-0.3,0.691
398,تمم,,22,6,12,76.7,+0.04,,61,-0.8,0.926
399,ءلف,,22,8,12,76.6,+0.15,14,106,14.7,0.0243
400,عرب,,22,4,15,76.5,-0.10,,48,0.2,0.52
401,فتی,,21,12,7,76.5,+0.32,,12,0.8,0.422
402,حلم,,21,4,16,76.4,-0.10,,64,-0.8,0.95
403,حذر,,21,7,12,76.4,+0.11,,63,-0.7,0.868
404,کتم,,21,4,7,76.3,-0.10,,2,-0.6,0.846
405,بقی,,21,10,16,76.2,+0.25,,87,0.8,0.394
406,سنن,,21,4,11,76.2,-0.10,,15,1.1,0.372
407,ءوب,,21,7,11,76.1,+0.11,39,38,6.3,0.04
408,حمم,,21,3,15,76.1,-0.19,,56,3.2,0.141
409,منی,,21,10,10,76.0,+0.25,,75,2.3,0.201
410,نشر,,21,15,18,76.0,+0.41,,77,2.1,0.219
411,حجر,,21,6,14,75.9,+0.05,,105,2.8,0.19
412,ءثر,,21,8,16,75.8,+0.16,,87,0.9,0.375
413,شهر,,21,5,9,75.8,-0.02,,97,1.5,0.307
414,فقه,,20,4,12,75.7,-0.09,,63,0.5,0.431
415,هرن,,20,1,13,75.7,-0.49,,20,-0.3,0.696
